date,region,product,sales,profit
2024-02-13,광주,C,608,49
2024-02-13,부산,C,936,39
2024-02-14,광주,B,666,31
2024-02-14,서울,A,576,198
2024-02-15,서울,C,995,167
2024-02-15,서울,B,258,45
2024-02-15,서울,C,782,45
2024-02-15,부산,B,581,148
2024-02-15,부산,A,333,144
2024-02-16,서울,D,673,159
2024-02-16,인천,A,288,109
2024-02-17,부산,D,342,134
2024-02-17,광주,D,630,20
2024-02-17,부산,B,749,143
2024-02-17,서울,C,888,134
2024-02-17,부산,B,859,194
2024-02-17,부산,D,869,86
2024-02-18,인천,A,350,131
2024-02-18,인천,B,293,133
2024-02-18,부산,A,979,80
2024-02-19,서울,B,585,38
2024-02-21,대구,C,918,80
2024-02-22,대구,C,678,16
2024-02-22,서울,A,313,195
2024-02-22,부산,C,734,39
2024-02-23,대구,C,784,55
2024-02-24,서울,C,826,79
2024-02-24,인천,A,111,41
2024-02-24,대구,B,766,16
2024-02-24,서울,B,199,21
2024-02-25,인천,D,695,96
2024-02-25,인천,B,157,192
2024-02-25,인천,B,759,127
2024-02-26,부산,A,606,88
2024-02-26,대구,D,223,30
2024-02-26,인천,D,746,119
2024-02-27,인천,A,888,143
2024-02-27,서울,C,309,157
2024-02-27,인천,A,593,172
2024-02-28,서울,C,326,27
2024-02-28,대구,C,537,81
2024-02-29,서울,A,885,142
2024-02-29,부산,D,726,93
2024-03-01,광주,B,468,49
2024-03-01,서울,D,338,77
2024-03-01,부산,B,679,150
2024-03-02,부산,B,993,18
2024-03-02,대구,A,676,148
2024-03-03,광주,A,879,181
2024-03-03,부산,C,961,19
2024-03-03,인천,C,292,24
2024-03-04,부산,B,870,80
2024-03-04,인천,A,316,161
2024-03-04,서울,A,686,48
2024-03-05,인천,A,903,80
2024-03-05,서울,A,555,116
2024-03-06,대구,B,147,78
2024-03-06,부산,D,992,50
2024-03-06,부산,A,300,26
2024-03-06,광주,A,613,99
2024-03-06,부산,C,422,43
2024-03-06,대구,B,605,145
2024-03-06,대구,C,326,63
2024-03-06,서울,B,711,41
2024-03-07,부산,C,991,146
2024-03-08,부산,D,199,51
2024-03-08,인천,B,797,179
2024-03-09,대구,D,399,148
2024-03-09,인천,B,594,75
2024-03-09,서울,C,220,72
2024-03-11,대구,C,931,68
2024-03-11,인천,C,879,34
2024-03-12,서울,A,983,184
2024-03-12,서울,C,744,167
2024-03-12,광주,D,403,161
2024-03-12,서울,A,537,91
2024-03-12,인천,A,675,62
2024-03-13,서울,A,952,118
2024-03-13,광주,C,127,96
2024-03-14,인천,A,308,124
2024-03-14,서울,B,810,91
2024-03-14,인천,C,611,199
2024-03-15,인천,A,468,10
2024-03-15,대구,D,826,102
2024-03-16,대구,C,734,92
2024-03-16,인천,C,301,52
2024-03-18,대구,D,681,164
2024-03-19,광주,B,791,19
2024-03-19,부산,C,229,105
2024-03-19,서울,A,225,127
2024-03-19,인천,D,669,132
2024-03-20,대구,C,663,39
2024-03-20,광주,D,942,22
2024-03-20,부산,A,283,75
2024-03-20,서울,D,368,69
2024-03-20,인천,C,323,137
2024-03-20,인천,C,455,150
2024-03-21,부산,B,610,168
2024-03-22,대구,D,540,22
2024-03-23,인천,B,839,62
2024-03-23,대구,C,534,158
2024-03-23,서울,D,590,45
2024-03-24,대구,D,449,193
2024-03-24,서울,D,941,12
2024-03-24,인천,D,118,83
2024-03-24,인천,C,319,58
2024-03-25,서울,D,594,86
2024-03-25,부산,A,341,157
2024-03-25,광주,B,662,90
2024-03-25,인천,B,331,193
2024-03-25,인천,B,234,185
2024-03-26,인천,D,826,182
2024-03-26,광주,D,355,55
2024-03-26,광주,A,657,126
2024-03-26,대구,D,720,140
2024-03-26,대구,A,512,125
2024-03-27,서울,B,771,17
2024-03-27,부산,B,273,99
2024-03-27,광주,D,808,102
2024-03-27,광주,D,917,187
2024-03-27,인천,B,151,132
2024-03-27,부산,D,162,174
2024-03-28,광주,D,197,68
2024-03-28,서울,C,128,12
2024-03-28,서울,A,682,41
2024-03-28,인천,D,366,160
2024-03-28,인천,D,525,128
2024-03-29,인천,C,320,40
2024-03-29,광주,B,832,113
2024-03-29,부산,D,680,84
2024-03-30,대구,A,240,192
2024-03-31,서울,A,676,157
2024-03-31,서울,C,888,187
2024-03-31,서울,A,328,138
2024-04-02,인천,A,424,54
2024-04-03,광주,A,432,80
2024-04-03,광주,A,452,109
2024-04-03,광주,D,561,189
2024-04-04,인천,B,947,26
2024-04-04,광주,B,601,157
2024-04-04,부산,D,914,109
2024-04-04,서울,A,846,178
2024-04-04,광주,B,213,75
2024-04-04,대구,D,200,177
2024-04-04,광주,A,795,53
2024-04-05,부산,B,859,62
2024-04-05,서울,B,653,93
2024-04-05,대구,C,306,20
2024-04-05,서울,B,305,126
2024-04-05,대구,A,519,99
2024-04-05,서울,C,683,124
2024-04-06,인천,B,888,180
2024-04-06,부산,B,894,175
2024-04-06,서울,D,820,180
2024-04-07,서울,B,301,144
2024-04-07,부산,D,105,107
2024-04-08,광주,A,361,171
2024-04-08,서울,C,132,48
2024-04-08,부산,C,606,190
2024-04-09,대구,D,709,134
2024-04-09,서울,D,795,192
2024-04-09,부산,A,195,55
2024-04-10,인천,D,421,126
2024-04-10,광주,D,595,39
2024-04-11,대구,A,841,82
2024-04-11,부산,C,293,112
2024-04-12,부산,A,993,19
2024-04-13,대구,B,805,157
2024-04-13,서울,D,233,191
2024-04-14,부산,A,644,151
2024-04-14,서울,A,623,147
2024-04-14,부산,A,117,158
2024-04-15,서울,C,485,181
2024-04-16,인천,C,628,52
2024-04-16,대구,A,176,188
2024-04-16,인천,C,647,38
2024-04-17,인천,B,633,142
2024-04-17,인천,B,416,122
2024-04-17,인천,D,259,172
2024-04-18,대구,A,489,146
2024-04-18,부산,D,949,19
2024-04-19,서울,B,421,159
2024-04-19,인천,C,945,152
2024-04-21,광주,A,138,70
2024-04-22,부산,D,250,23
2024-04-23,부산,A,190,145
2024-04-24,부산,B,586,175
2024-04-24,광주,B,383,130
2024-04-24,인천,B,200,12
2024-04-24,서울,D,515,64
2024-04-25,인천,B,622,109
2024-04-25,서울,A,580,13
2024-04-25,광주,A,647,131
2024-04-25,부산,A,971,181
2024-04-26,인천,C,500,28
2024-04-26,부산,C,545,78
2024-04-27,광주,B,217,169
2024-04-27,부산,B,339,127
2024-04-27,부산,B,979,187
2024-04-27,대구,D,196,94
2024-04-27,광주,B,980,88
2024-04-28,광주,C,323,38
2024-04-28,광주,A,449,118
2024-04-29,서울,B,119,174
2024-04-29,대구,B,102,82
2024-05-01,인천,B,238,91
2024-05-01,서울,A,132,12
2024-05-01,대구,B,875,74
2024-05-01,서울,A,302,34
2024-05-03,인천,C,232,76
2024-05-03,대구,B,862,35
2024-05-04,대구,A,928,192
2024-05-04,서울,D,902,117
2024-05-06,인천,A,355,53
2024-05-06,대구,A,166,172
2024-05-06,부산,B,550,111
2024-05-07,광주,B,867,150
2024-05-08,인천,B,609,191
2024-05-09,인천,C,467,138
2024-05-09,광주,D,175,99
2024-05-09,광주,C,922,114
2024-05-10,인천,C,241,18
2024-05-10,광주,D,966,127
2024-05-10,서울,A,525,91
2024-05-11,서울,C,976,95
2024-05-11,서울,C,225,141
2024-05-11,광주,A,648,111
2024-05-12,인천,B,793,179
2024-05-12,광주,C,513,102
2024-05-13,부산,C,154,108
2024-05-13,인천,D,221,32
2024-05-13,서울,B,910,154
2024-05-13,인천,C,132,96
2024-05-13,인천,A,329,185
2024-05-14,서울,B,667,55
2024-05-15,서울,D,318,67
2024-05-16,부산,D,368,126
2024-05-16,대구,D,275,55
2024-05-17,인천,A,616,188
2024-05-17,광주,D,217,84
2024-05-17,부산,B,126,116
2024-05-17,서울,D,865,127
2024-05-17,인천,D,923,107
2024-05-17,인천,C,662,29
2024-05-17,서울,D,752,58
2024-05-17,광주,B,669,133
2024-05-19,광주,B,105,11
2024-05-19,인천,A,899,14
2024-05-19,대구,B,247,92
2024-05-19,서울,C,905,97
2024-05-20,서울,B,390,128
2024-05-20,부산,D,238,139
2024-05-20,부산,A,665,93
2024-05-21,인천,D,609,62
2024-05-21,인천,B,586,43
2024-05-21,대구,C,161,74
2024-05-22,인천,D,207,145
2024-05-23,대구,D,362,30
2024-05-23,부산,A,819,129
2024-05-24,대구,D,455,30
2024-05-24,대구,A,312,13
2024-05-24,인천,A,183,30
2024-05-25,서울,A,147,23
2024-05-25,부산,B,183,185
2024-05-25,대구,A,968,196
2024-05-26,부산,A,996,181
2024-05-26,부산,C,536,73
2024-05-26,서울,C,395,96
2024-05-26,서울,B,646,160
2024-05-27,인천,D,359,188
2024-05-28,광주,A,900,136
2024-05-28,부산,D,570,157
2024-05-28,광주,D,943,165
2024-05-29,인천,B,516,35
2024-05-29,대구,C,234,185
2024-05-29,대구,A,773,121
2024-05-29,인천,A,789,169
2024-05-30,부산,A,743,63
2024-05-30,서울,D,970,25
2024-05-31,광주,D,440,115
2024-05-31,대구,B,228,196
2024-05-31,광주,C,731,35
2024-05-31,부산,A,897,62
2024-06-01,대구,C,890,29
2024-06-01,인천,D,526,110
2024-06-01,대구,D,998,83
2024-06-01,광주,A,570,77
2024-06-02,부산,D,181,91
2024-06-02,광주,D,809,35
2024-06-02,광주,A,556,166
2024-06-02,부산,D,995,103
2024-06-02,대구,A,789,51
2024-06-03,대구,B,281,199
2024-06-03,광주,C,181,84
2024-06-03,부산,D,356,115
2024-06-03,광주,C,985,159
2024-06-03,부산,C,383,90
2024-06-04,대구,A,350,23
2024-06-04,대구,B,753,100
2024-06-06,대구,A,669,134
2024-06-06,부산,D,289,50
2024-06-06,대구,D,146,110
2024-06-06,대구,D,301,101
2024-06-06,인천,B,601,198
2024-06-06,서울,D,942,176
2024-06-07,부산,B,796,82
2024-06-07,광주,C,213,78
2024-06-07,인천,A,528,135
2024-06-07,광주,B,961,145
2024-06-08,인천,D,652,132
2024-06-08,대구,C,861,31
2024-06-08,대구,C,139,79
2024-06-09,서울,C,451,116
2024-06-10,인천,C,387,190
2024-06-10,부산,A,892,16
2024-06-11,광주,D,755,100
2024-06-12,부산,A,500,78
2024-06-12,부산,A,680,116
2024-06-12,광주,C,334,163
2024-06-13,대구,D,125,86
2024-06-13,대구,D,892,67
2024-06-13,광주,B,500,126
2024-06-13,광주,D,535,110
2024-06-14,대구,A,972,170
2024-06-14,광주,B,783,161
2024-06-14,대구,C,564,157
2024-06-16,부산,C,424,53
2024-06-16,부산,A,554,39
2024-06-16,광주,C,491,86
2024-06-16,서울,A,848,149
2024-06-17,부산,C,321,53
2024-06-18,인천,D,306,106
2024-06-18,서울,A,741,11
2024-06-19,대구,B,575,56
2024-06-19,대구,A,299,83
2024-06-19,인천,C,371,16
2024-06-19,인천,D,713,112
2024-06-20,인천,C,875,36
2024-06-20,인천,C,992,165
2024-06-20,대구,A,103,31
2024-06-20,서울,B,198,100
2024-06-20,서울,D,542,190
2024-06-20,인천,C,724,62
2024-06-21,광주,A,653,11
2024-06-21,서울,C,769,19
2024-06-21,인천,D,560,71
2024-06-21,대구,D,339,102
2024-06-22,인천,B,805,11
2024-06-22,서울,B,446,116
2024-06-22,광주,D,199,192
2024-06-22,인천,D,662,163
2024-06-23,인천,B,646,25
2024-06-23,인천,A,578,158
2024-06-23,인천,A,355,35
2024-06-24,대구,B,131,108
2024-06-24,광주,D,482,83
2024-06-24,인천,D,227,67
2024-06-24,서울,A,465,125
2024-06-25,대구,D,259,54
2024-06-25,광주,A,880,58
2024-06-25,인천,B,967,72
2024-06-26,대구,A,700,13
2024-06-26,인천,B,498,71
2024-06-26,인천,D,108,194
2024-06-26,부산,D,963,77
2024-06-26,광주,C,997,139
2024-06-27,서울,D,625,31
2024-06-27,인천,B,703,127
2024-06-28,대구,A,960,178
2024-06-28,서울,A,202,21
2024-06-28,광주,D,986,176
2024-06-28,인천,A,122,55
2024-06-29,광주,B,670,141
2024-06-29,광주,D,499,139
2024-06-29,대구,D,294,142
2024-06-29,대구,A,745,30
2024-06-30,인천,B,912,40
2024-06-30,서울,B,974,129
2024-06-30,부산,A,987,51
2024-06-30,서울,A,555,197
2024-06-30,부산,D,456,162
2024-07-01,부산,A,112,11
2024-07-02,서울,D,101,57
2024-07-03,부산,A,923,166
2024-07-03,부산,B,882,49
2024-07-03,부산,C,990,28
2024-07-03,대구,B,490,155
2024-07-04,광주,B,925,173
2024-07-04,부산,C,973,139
2024-07-06,부산,D,659,83
2024-07-06,인천,B,388,80
2024-07-06,인천,C,999,191
2024-07-06,부산,C,735,115
2024-07-07,부산,C,433,152
2024-07-07,광주,B,440,78
2024-07-08,광주,B,181,159
2024-07-08,대구,D,622,25
2024-07-08,대구,C,193,90
2024-07-09,서울,B,259,148
2024-07-09,대구,C,994,52
2024-07-09,인천,C,697,114
2024-07-09,대구,B,796,43
2024-07-09,서울,C,564,190
2024-07-09,인천,D,372,92
2024-07-09,대구,B,778,198
2024-07-09,대구,C,168,159
2024-07-09,대구,B,811,92
2024-07-10,인천,D,729,149
2024-07-11,광주,B,223,47
2024-07-11,대구,C,209,141
2024-07-11,인천,A,625,68
2024-07-11,인천,B,543,110
2024-07-12,대구,A,120,133
2024-07-12,인천,C,345,86
2024-07-13,광주,A,480,62
2024-07-13,부산,A,350,192
2024-07-13,인천,D,486,64
2024-07-14,부산,B,329,146
2024-07-14,부산,B,985,135
2024-07-14,대구,A,955,145
2024-07-15,부산,A,512,106
2024-07-15,대구,D,832,198
2024-07-15,광주,A,529,131
2024-07-17,부산,D,502,28
2024-07-17,광주,B,962,86
2024-07-17,대구,D,911,121
2024-07-18,인천,A,987,194
2024-07-19,인천,B,346,36
2024-07-19,대구,C,996,146
2024-07-19,광주,C,426,170
2024-07-19,서울,B,496,92
2024-07-20,광주,B,635,23
2024-07-20,서울,A,782,38
2024-07-20,인천,D,636,28
2024-07-20,대구,B,143,76
2024-07-20,인천,A,332,41
2024-07-20,광주,C,702,176
2024-07-20,서울,A,659,36
2024-07-20,대구,C,488,15
2024-07-21,광주,D,143,145
2024-07-21,서울,D,607,186
2024-07-21,서울,C,951,52
2024-07-21,대구,C,892,52
2024-07-22,부산,B,815,23
2024-07-22,부산,D,376,22
2024-07-22,부산,D,881,53
2024-07-22,광주,B,648,45
2024-07-22,서울,D,905,197
2024-07-24,서울,D,425,172
2024-07-24,인천,A,186,119
2024-07-24,서울,B,200,37
2024-07-25,인천,D,837,43
2024-07-25,대구,A,108,175
2024-07-25,인천,D,491,192
2024-07-25,부산,B,335,150
2024-07-26,서울,D,412,103
2024-07-27,인천,C,532,79
2024-07-27,인천,C,708,20
2024-07-27,서울,C,974,182
2024-07-27,광주,C,611,197
2024-07-28,광주,C,816,134
2024-07-28,광주,C,734,121
2024-07-28,서울,D,309,113
2024-07-28,부산,C,103,139
2024-07-29,서울,D,194,39
2024-07-29,대구,B,692,61
2024-07-29,인천,A,205,48
2024-07-29,대구,C,223,44
2024-07-29,서울,D,613,145
2024-07-29,서울,B,120,91
2024-07-30,대구,A,158,173
2024-07-30,서울,B,275,121
2024-07-30,대구,B,415,28
2024-07-31,대구,C,337,48
2024-07-31,서울,C,586,63
2024-08-01,광주,A,448,153
2024-08-01,광주,D,665,50
2024-08-01,대구,C,152,115
2024-08-01,서울,D,607,167
2024-08-01,인천,B,984,40
2024-08-01,인천,A,195,94
2024-08-03,인천,B,834,51
2024-08-03,부산,C,628,172
2024-08-04,인천,A,797,41
2024-08-05,대구,A,311,18
2024-08-05,서울,D,990,140
2024-08-06,인천,C,103,156
2024-08-07,광주,A,289,75
2024-08-07,대구,A,488,73
2024-08-07,인천,A,270,36
2024-08-09,대구,C,100,21
2024-08-09,광주,D,379,103
2024-08-09,대구,A,652,76
2024-08-09,대구,D,983,188
2024-08-09,대구,B,453,115
2024-08-10,서울,D,642,126
2024-08-11,서울,C,397,88
2024-08-11,인천,B,361,179
2024-08-11,부산,B,662,16
2024-08-12,인천,D,303,157
2024-08-12,광주,C,243,28
2024-08-12,대구,D,300,155
2024-08-13,부산,B,705,61
2024-08-13,부산,B,915,183
2024-08-13,부산,D,390,142
2024-08-14,광주,A,175,144
2024-08-15,광주,D,627,179
2024-08-15,대구,C,198,117
2024-08-15,서울,C,190,184
2024-08-16,대구,B,860,42
2024-08-17,서울,A,462,44
2024-08-17,서울,C,893,39
2024-08-17,서울,C,632,169
2024-08-18,서울,D,844,32
2024-08-18,대구,B,665,100
2024-08-18,광주,D,881,169
2024-08-19,서울,C,430,143
2024-08-19,서울,D,522,53
2024-08-19,대구,A,286,126
2024-08-19,대구,B,839,127
2024-08-19,서울,C,497,130
2024-08-19,인천,A,416,72
2024-08-20,인천,D,950,186
2024-08-20,부산,B,551,90
2024-08-20,서울,C,332,126
2024-08-21,부산,A,604,62
2024-08-21,대구,D,740,148
2024-08-21,서울,C,893,23
2024-08-21,부산,A,936,124
2024-08-23,대구,B,507,195
2024-08-24,인천,C,962,96
2024-08-24,광주,B,313,82
2024-08-24,인천,D,124,93
2024-08-24,광주,D,672,176
2024-08-25,서울,B,732,122
2024-08-25,부산,D,593,178
2024-08-26,부산,C,418,146
2024-08-26,대구,A,417,138
2024-08-26,서울,C,988,170
2024-08-26,서울,B,164,81
2024-08-27,인천,C,717,175
2024-08-27,서울,A,737,83
2024-08-27,광주,B,782,26
2024-08-27,대구,D,263,68
2024-08-28,광주,D,558,23
2024-08-28,부산,C,450,147
2024-08-29,대구,C,122,106
2024-08-29,서울,C,387,113
2024-08-30,인천,B,254,164
2024-08-31,대구,B,699,171
2024-08-31,서울,A,672,14
2024-08-31,부산,A,251,73
2024-08-31,인천,B,337,72
2024-08-31,인천,C,683,139
2024-08-31,서울,A,277,31
2024-09-01,광주,A,120,63
2024-09-01,인천,B,199,106
2024-09-01,광주,A,914,138
2024-09-04,인천,B,541,49
2024-09-05,인천,B,887,12
2024-09-05,서울,B,133,109
2024-09-05,인천,D,606,144
2024-09-05,대구,B,591,189
2024-09-05,서울,C,963,176
2024-09-06,부산,D,743,185
2024-09-07,대구,B,418,149
2024-09-07,인천,C,769,62
2024-09-07,대구,B,851,87
2024-09-08,광주,D,647,141
2024-09-08,인천,D,661,192
2024-09-08,서울,C,364,52
2024-09-08,부산,C,387,195
2024-09-08,광주,A,163,181
2024-09-09,대구,A,501,121
2024-09-09,광주,B,502,38
2024-09-10,인천,A,506,146
2024-09-10,인천,B,180,51
2024-09-11,광주,A,608,167
2024-09-11,부산,A,484,96
2024-09-11,대구,C,170,60
2024-09-12,부산,A,953,132
2024-09-12,광주,D,153,199
2024-09-12,부산,B,168,112
2024-09-12,인천,C,288,131
2024-09-12,광주,D,628,179
2024-09-13,대구,C,596,53
2024-09-13,부산,A,793,147
2024-09-13,광주,B,319,138
2024-09-14,광주,D,831,187
2024-09-14,부산,C,412,12
2024-09-14,대구,C,290,23
2024-09-14,대구,B,368,110
2024-09-15,서울,D,716,140
2024-09-15,부산,C,267,143
2024-09-17,서울,A,677,26
2024-09-17,서울,D,916,107
2024-09-17,광주,D,439,22
2024-09-18,대구,C,358,191
2024-09-18,부산,D,869,40
2024-09-19,서울,D,715,172
2024-09-19,광주,D,677,29
2024-09-19,광주,B,731,164
2024-09-19,서울,A,380,151
2024-09-20,서울,A,319,65
2024-09-20,인천,B,515,74
2024-09-20,광주,B,713,105
2024-09-21,대구,C,196,16
2024-09-21,인천,A,859,127
2024-09-22,부산,B,602,146
2024-09-22,인천,A,775,42
2024-09-22,서울,D,245,30
2024-09-23,서울,D,623,69
2024-09-23,서울,A,851,36
2024-09-23,광주,B,579,159
2024-09-24,부산,D,409,11
2024-09-25,부산,C,299,145
2024-09-25,광주,A,700,69
2024-09-25,서울,A,506,62
2024-09-25,광주,D,327,120
2024-09-25,부산,A,629,24
2024-09-26,인천,B,990,148
2024-09-26,대구,D,648,122
2024-09-27,부산,A,321,66
2024-09-27,대구,B,105,118
2024-09-27,대구,D,191,167
2024-09-28,대구,A,458,70
2024-09-29,서울,B,835,92
2024-09-29,서울,A,496,136
2024-09-29,인천,C,217,171
2024-09-30,서울,C,330,121
2024-09-30,서울,C,649,192
2024-09-30,대구,A,541,115
2024-09-30,부산,C,406,178
2024-09-30,서울,D,960,179
2024-10-01,부산,B,888,127
2024-10-01,광주,D,373,150
2024-10-02,서울,B,764,193
2024-10-02,인천,B,250,26
2024-10-02,서울,B,702,177
2024-10-02,서울,A,454,122
2024-10-03,부산,D,931,93
2024-10-03,대구,D,677,189
2024-10-04,대구,D,797,192
2024-10-05,대구,C,451,140
2024-10-06,광주,A,797,15
2024-10-07,부산,C,917,26
2024-10-07,대구,B,705,134
2024-10-07,광주,D,552,138
2024-10-07,인천,B,638,154
2024-10-08,광주,C,476,25
2024-10-08,대구,B,495,17
2024-10-09,부산,B,261,128
2024-10-09,인천,B,525,20
2024-10-09,서울,A,780,63
2024-10-09,광주,B,743,152
2024-10-10,광주,D,446,54
2024-10-10,부산,A,517,101
2024-10-10,대구,C,548,49
2024-10-10,인천,B,282,152
2024-10-11,서울,D,892,172
2024-10-11,대구,D,829,75
2024-10-11,서울,A,483,39
2024-10-11,서울,D,830,148
2024-10-11,대구,A,707,179
2024-10-12,인천,C,601,75
2024-10-12,부산,A,535,113
2024-10-12,서울,A,507,69
2024-10-13,대구,C,918,58
2024-10-13,부산,D,171,189
2024-10-13,서울,B,281,107
2024-10-14,부산,B,379,187
2024-10-14,인천,B,854,153
2024-10-14,부산,C,372,150
2024-10-15,대구,D,755,156
2024-10-16,광주,A,809,193
2024-10-16,광주,B,742,150
2024-10-18,대구,D,606,10
2024-10-18,서울,D,273,150
2024-10-18,부산,D,140,151
2024-10-19,인천,D,728,21
2024-10-19,광주,D,513,186
2024-10-19,서울,A,692,128
2024-10-20,대구,D,263,148
2024-10-21,광주,D,284,126
2024-10-21,부산,A,810,10
2024-10-21,서울,D,973,95
2024-10-21,대구,A,125,21
2024-10-22,인천,C,646,186
2024-10-23,서울,B,288,177
2024-10-23,광주,A,593,74
2024-10-24,부산,B,198,135
2024-10-25,서울,C,331,24
2024-10-25,대구,C,189,94
2024-10-25,인천,A,818,43
2024-10-25,대구,B,961,74
2024-10-25,부산,D,790,87
2024-10-25,서울,B,547,54
2024-10-25,인천,D,366,65
2024-10-26,대구,A,888,187
2024-10-26,서울,D,108,171
2024-10-26,서울,C,722,122
2024-10-27,부산,C,241,187
2024-10-28,광주,C,907,69
2024-10-28,서울,D,189,96
2024-10-29,광주,A,767,85
2024-10-29,인천,C,418,105
2024-10-30,대구,D,748,73
2024-10-30,부산,C,659,75
2024-10-30,인천,B,920,65
2024-10-30,서울,D,928,190
2024-10-30,서울,B,573,107
2024-10-31,인천,B,194,61
2024-10-31,광주,A,483,87
2024-10-31,인천,A,603,46
2024-10-31,부산,B,159,120
2024-10-31,인천,A,735,56
2024-11-01,서울,D,552,171
2024-11-01,부산,C,820,151
2024-11-02,서울,B,931,43
2024-11-02,서울,D,429,66
2024-11-02,광주,C,654,142
2024-11-03,인천,D,934,28
2024-11-03,광주,C,524,110
2024-11-04,서울,D,354,71
2024-11-04,서울,C,448,179
2024-11-04,부산,A,417,20
2024-11-04,서울,B,937,24
2024-11-05,부산,A,488,113
2024-11-05,부산,B,808,128
2024-11-06,서울,A,237,180
2024-11-06,광주,A,396,108
2024-11-07,서울,C,631,46
2024-11-07,서울,D,947,90
2024-11-08,광주,C,104,26
2024-11-08,대구,B,454,40
2024-11-10,서울,C,334,117
2024-11-10,인천,B,163,142
2024-11-11,서울,D,615,162
2024-11-13,서울,D,593,149
2024-11-13,부산,D,500,109
2024-11-13,대구,B,651,151
2024-11-13,서울,B,139,82
2024-11-13,인천,B,426,171
2024-11-14,인천,D,102,127
2024-11-14,대구,C,891,168
2024-11-15,부산,D,288,160
2024-11-15,서울,C,458,135
2024-11-15,부산,A,221,61
2024-11-16,인천,B,676,188
2024-11-16,부산,D,497,139
2024-11-17,인천,B,213,41
2024-11-17,인천,D,644,94
