date,region,product,sales,profit
2024-02-07,광주,C,731,37
2024-02-08,광주,C,599,158
2024-02-08,인천,D,442,93
2024-02-08,광주,C,357,181
2024-02-08,부산,D,231,120
2024-02-08,부산,B,892,187
2024-02-08,광주,D,761,45
2024-02-08,부산,B,782,138
2024-02-09,서울,C,513,14
2024-02-10,광주,A,886,71
2024-02-10,대구,A,952,34
2024-02-10,광주,B,692,195
2024-02-11,대구,A,826,90
2024-02-11,부산,A,426,131
2024-02-11,인천,C,631,193
2024-02-12,광주,D,616,48
2024-02-12,부산,A,390,56
2024-02-13,광주,A,326,56
2024-02-13,부산,B,531,85
2024-02-13,광주,C,680,130
2024-02-13,인천,C,376,135
2024-02-14,대구,C,859,58
2024-02-15,서울,B,500,27
2024-02-15,광주,B,225,71
2024-02-15,서울,D,847,140
2024-02-16,대구,A,354,10
2024-02-16,서울,A,686,143
2024-02-16,서울,C,918,165
2024-02-16,대구,A,294,68
2024-02-16,대구,D,607,131
2024-02-17,광주,D,598,191
2024-02-17,서울,B,400,163
2024-02-17,부산,D,941,154
2024-02-18,인천,B,412,199
2024-02-18,부산,A,281,187
2024-02-19,인천,A,591,178
2024-02-20,대구,D,912,39
2024-02-20,서울,A,807,92
2024-02-20,인천,D,575,91
2024-02-20,인천,D,223,86
2024-02-20,부산,B,928,164
2024-02-20,대구,C,534,24
2024-02-21,대구,A,339,176
2024-02-21,인천,A,553,128
2024-02-21,대구,B,313,146
2024-02-22,부산,B,787,64
2024-02-22,광주,C,221,105
2024-02-22,부산,A,167,27
2024-02-22,인천,C,302,27
2024-02-22,부산,D,994,121
2024-02-22,대구,A,619,82
2024-02-22,광주,C,264,50
2024-02-23,부산,B,122,132
2024-02-23,대구,C,241,181
2024-02-23,서울,D,585,171
2024-02-23,부산,C,404,122
2024-02-23,부산,B,321,100
2024-02-23,서울,A,376,197
2024-02-23,서울,D,600,17
2024-02-24,인천,C,795,68
2024-02-25,대구,D,428,173
2024-02-25,대구,A,498,122
2024-02-26,대구,B,273,15
2024-02-27,서울,B,939,105
2024-02-27,대구,C,544,85
2024-02-27,대구,B,912,81
2024-02-27,인천,A,895,21
2024-02-27,부산,B,919,157
2024-02-27,부산,B,866,107
2024-02-28,광주,A,717,165
2024-02-29,서울,C,310,147
2024-02-29,대구,B,875,182
2024-03-01,광주,D,494,84
2024-03-01,광주,D,853,46
2024-03-02,서울,B,197,110
2024-03-02,인천,A,457,125
2024-03-02,부산,A,432,74
2024-03-02,부산,D,353,127
2024-03-03,광주,B,628,110
2024-03-03,부산,D,482,118
2024-03-03,부산,C,385,169
2024-03-03,서울,D,174,50
2024-03-05,광주,B,453,129
2024-03-05,대구,B,966,137
2024-03-05,인천,A,724,175
2024-03-06,서울,B,208,82
2024-03-06,부산,A,546,22
2024-03-07,부산,A,795,44
2024-03-08,서울,D,961,47
2024-03-08,광주,C,646,92
2024-03-09,인천,D,202,90
2024-03-09,인천,D,763,26
2024-03-09,인천,B,632,55
2024-03-09,인천,D,687,115
2024-03-10,서울,D,183,22
2024-03-10,서울,C,227,67
2024-03-12,부산,B,737,57
2024-03-12,서울,A,937,74
2024-03-13,부산,B,861,17
2024-03-14,서울,D,511,137
2024-03-15,부산,A,784,38
2024-03-15,서울,A,856,127
2024-03-15,서울,B,289,183
2024-03-15,인천,C,662,55
2024-03-16,인천,C,972,118
2024-03-16,서울,A,683,176
2024-03-16,인천,D,758,41
2024-03-18,부산,B,134,11
2024-03-18,광주,D,436,88
2024-03-18,인천,D,963,74
2024-03-20,대구,C,474,143
2024-03-21,부산,C,765,17
2024-03-21,부산,A,593,33
2024-03-21,대구,D,608,141
2024-03-21,부산,C,976,195
2024-03-22,서울,A,980,178
2024-03-23,부산,B,269,196
2024-03-23,대구,C,587,72
2024-03-24,대구,D,226,60
2024-03-25,부산,A,968,68
2024-03-26,부산,C,125,109
2024-03-26,부산,A,919,121
2024-03-26,대구,C,909,94
2024-03-28,인천,B,668,62
2024-03-29,서울,D,618,114
2024-03-29,광주,B,442,49
2024-03-30,서울,B,394,124
2024-03-30,서울,D,106,157
2024-03-30,부산,A,289,110
2024-03-30,대구,B,503,164
2024-03-31,광주,D,777,52
2024-04-01,서울,C,119,147
2024-04-01,광주,C,568,31
2024-04-01,서울,D,571,47
2024-04-01,인천,D,732,117
2024-04-02,서울,A,654,121
2024-04-02,부산,A,760,67
2024-04-03,서울,C,222,55
2024-04-03,서울,C,649,77
2024-04-04,서울,C,530,188
2024-04-04,대구,A,923,178
2024-04-04,대구,C,836,124
2024-04-04,인천,B,190,119
2024-04-04,부산,D,802,15
2024-04-05,인천,A,186,78
2024-04-05,대구,A,203,131
2024-04-05,인천,D,754,17
2024-04-05,인천,B,579,197
2024-04-05,대구,D,916,196
2024-04-06,대구,D,769,113
2024-04-06,광주,B,615,25
2024-04-07,인천,D,238,154
2024-04-07,대구,C,674,17
2024-04-07,부산,B,462,120
2024-04-08,대구,A,534,37
2024-04-08,부산,B,576,68
2024-04-08,대구,B,745,38
2024-04-08,부산,D,827,74
2024-04-08,부산,D,349,171
2024-04-08,부산,C,443,179
2024-04-08,부산,D,437,63
2024-04-08,대구,A,492,64
2024-04-08,광주,B,333,167
2024-04-09,인천,D,922,33
2024-04-09,광주,D,293,194
2024-04-09,부산,C,642,28
2024-04-09,대구,A,118,24
2024-04-10,부산,A,192,94
2024-04-10,광주,D,641,61
2024-04-10,대구,B,947,113
2024-04-10,광주,A,140,99
2024-04-10,인천,C,393,133
2024-04-12,인천,A,785,190
2024-04-12,대구,B,736,190
2024-04-12,광주,C,740,36
2024-04-12,대구,D,861,115
2024-04-13,광주,B,369,53
2024-04-13,광주,A,774,123
2024-04-14,광주,A,964,194
2024-04-14,부산,A,547,75
2024-04-15,부산,D,238,120
2024-04-15,인천,A,769,19
2024-04-15,대구,C,412,130
2024-04-16,대구,A,711,48
2024-04-16,인천,B,803,37
2024-04-17,부산,D,613,125
2024-04-17,대구,B,653,53
2024-04-18,부산,D,769,61
2024-04-18,인천,A,156,138
2024-04-20,부산,A,118,65
2024-04-20,서울,A,712,160
2024-04-20,대구,C,402,197
2024-04-20,부산,D,363,162
2024-04-20,서울,D,542,13
2024-04-21,인천,A,406,114
2024-04-21,부산,B,300,48
2024-04-21,인천,A,745,34
2024-04-21,부산,C,478,146
2024-04-22,부산,A,486,101
2024-04-22,서울,B,874,184
2024-04-22,서울,C,927,74
2024-04-22,인천,C,786,11
2024-04-22,대구,D,283,169
2024-04-22,대구,B,516,35
2024-04-22,서울,A,382,190
2024-04-23,대구,B,945,90
2024-04-23,대구,B,440,56
2024-04-24,대구,B,991,188
2024-04-25,광주,D,878,151
2024-04-25,대구,B,318,134
2024-04-25,서울,B,317,168
2024-04-26,부산,C,403,148
2024-04-26,인천,D,604,133
2024-04-27,서울,A,182,169
2024-04-27,대구,D,167,107
2024-04-27,광주,D,457,27
2024-04-27,광주,A,107,80
2024-04-28,부산,A,130,33
2024-04-28,서울,A,121,12
2024-04-29,부산,C,255,66
2024-04-29,서울,B,675,142
2024-04-30,부산,B,406,109
2024-04-30,서울,B,516,116
2024-05-01,대구,A,389,156
2024-05-01,대구,C,586,25
2024-05-01,서울,D,869,42
2024-05-01,대구,C,423,35
2024-05-01,대구,C,951,85
2024-05-01,부산,C,927,22
2024-05-02,대구,D,623,144
2024-05-03,광주,A,261,166
2024-05-03,광주,D,531,96
2024-05-04,서울,A,419,102
2024-05-05,대구,A,410,66
2024-05-05,광주,B,619,187
2024-05-05,인천,D,419,166
2024-05-05,부산,B,712,162
2024-05-05,인천,D,180,160
2024-05-05,인천,B,164,56
2024-05-06,인천,D,783,158
2024-05-06,대구,B,380,95
2024-05-06,광주,A,610,177
2024-05-07,서울,C,657,171
2024-05-07,대구,D,371,150
2024-05-07,광주,D,890,22
2024-05-07,광주,C,295,105
2024-05-08,대구,C,697,158
2024-05-08,부산,C,300,108
2024-05-08,인천,B,744,41
2024-05-09,대구,B,991,42
2024-05-09,대구,C,974,196
2024-05-10,대구,C,575,111
2024-05-10,부산,A,670,22
2024-05-10,인천,B,647,40
2024-05-10,인천,C,949,128
2024-05-11,서울,D,639,89
2024-05-12,인천,B,949,121
2024-05-12,인천,D,372,102
2024-05-12,부산,D,246,196
2024-05-12,서울,C,224,143
2024-05-12,부산,A,479,143
2024-05-13,서울,C,672,150
2024-05-13,대구,B,998,63
2024-05-13,서울,D,393,122
2024-05-14,부산,D,823,87
2024-05-14,인천,D,974,43
2024-05-14,부산,A,613,30
2024-05-15,인천,D,295,38
2024-05-15,광주,A,942,166
2024-05-15,대구,D,276,22
2024-05-16,광주,C,607,120
2024-05-16,대구,D,364,48
2024-05-17,서울,B,863,82
2024-05-18,인천,B,666,176
2024-05-18,광주,C,709,170
2024-05-19,대구,D,549,190
2024-05-19,인천,A,210,179
2024-05-20,인천,D,477,125
2024-05-20,인천,C,518,129
2024-05-21,인천,D,550,173
2024-05-21,인천,D,735,130
2024-05-22,대구,B,140,121
2024-05-22,서울,B,474,102
2024-05-22,부산,B,178,12
2024-05-23,부산,C,632,141
2024-05-23,서울,B,701,66
2024-05-23,광주,B,585,194
2024-05-23,광주,C,125,50
2024-05-23,부산,A,174,176
2024-05-23,인천,B,958,79
2024-05-23,광주,D,161,157
2024-05-24,부산,C,543,75
2024-05-24,부산,D,878,114
2024-05-24,광주,C,217,186
2024-05-24,인천,D,303,30
2024-05-24,부산,C,223,109
2024-05-25,광주,C,693,24
2024-05-25,서울,C,976,31
2024-05-25,부산,B,833,149
2024-05-26,인천,B,242,193
2024-05-26,대구,A,325,58
2024-05-26,대구,C,683,118
2024-05-26,대구,B,899,127
2024-05-26,대구,A,894,113
2024-05-26,인천,B,134,50
2024-05-27,인천,D,936,146
2024-05-27,부산,B,456,16
2024-05-27,부산,D,670,181
2024-05-28,대구,B,528,154
2024-05-29,부산,B,772,80
2024-05-29,인천,C,843,119
2024-05-29,서울,B,824,90
2024-05-30,대구,C,980,97
2024-05-30,광주,B,252,150
2024-05-30,서울,D,985,189
2024-05-30,부산,C,628,18
2024-05-30,대구,B,800,31
2024-05-31,서울,D,763,34
2024-05-31,서울,A,203,118
2024-05-31,인천,D,652,171
2024-05-31,인천,B,566,147
2024-05-31,서울,A,666,38
2024-05-31,서울,C,897,191
2024-06-01,서울,A,775,43
2024-06-01,인천,D,413,170
2024-06-02,부산,A,758,145
2024-06-02,대구,D,963,107
2024-06-02,부산,C,208,132
2024-06-03,부산,D,523,102
2024-06-03,대구,B,345,71
2024-06-04,부산,B,479,88
2024-06-05,인천,A,763,166
2024-06-06,서울,C,367,68
2024-06-06,인천,D,146,181
2024-06-06,광주,A,559,98
2024-06-08,부산,B,975,77
2024-06-08,광주,D,206,84
2024-06-08,광주,A,359,66
2024-06-08,대구,D,382,110
2024-06-08,서울,D,480,37
2024-06-08,인천,A,857,170
2024-06-08,대구,B,337,162
2024-06-09,인천,C,702,116
2024-06-09,인천,C,750,143
2024-06-09,인천,D,859,56
2024-06-09,광주,B,262,63
2024-06-10,광주,C,377,109
2024-06-10,대구,B,230,74
2024-06-11,부산,D,757,184
2024-06-11,서울,A,461,144
2024-06-11,서울,A,372,131
2024-06-11,대구,C,297,117
2024-06-12,서울,C,767,63
2024-06-12,인천,B,463,87
2024-06-12,서울,A,462,63
2024-06-13,부산,D,224,57
2024-06-13,인천,C,549,141
2024-06-13,서울,C,396,26
2024-06-14,서울,A,736,94
2024-06-15,부산,B,295,136
2024-06-15,인천,C,704,132
2024-06-16,부산,B,523,188
2024-06-16,대구,A,854,172
2024-06-17,서울,D,719,55
2024-06-18,부산,C,920,108
2024-06-18,대구,B,657,91
2024-06-18,대구,C,754,87
2024-06-18,대구,C,182,110
2024-06-18,대구,B,828,119
2024-06-18,부산,B,165,66
2024-06-19,광주,C,825,37
2024-06-20,대구,B,401,148
2024-06-20,광주,D,718,195
2024-06-20,서울,A,171,33
2024-06-20,광주,D,736,50
2024-06-21,대구,B,261,113
2024-06-21,대구,D,537,62
2024-06-21,광주,C,367,11
2024-06-21,부산,D,757,142
2024-06-21,서울,B,817,100
2024-06-21,대구,B,885,163
2024-06-22,서울,A,758,180
2024-06-22,광주,D,431,52
2024-06-23,인천,B,940,31
2024-06-24,부산,C,826,83
2024-06-24,대구,A,582,15
2024-06-25,대구,C,876,40
2024-06-25,서울,A,529,93
2024-06-25,서울,B,475,192
2024-06-25,서울,B,719,113
2024-06-26,서울,C,479,177
2024-06-26,부산,B,932,72
2024-06-27,인천,B,253,109
2024-06-27,광주,B,540,175
2024-06-28,대구,D,302,172
2024-06-28,광주,B,446,190
2024-06-28,인천,A,678,162
2024-06-28,서울,B,464,116
2024-06-28,인천,D,653,99
2024-06-29,서울,D,530,12
2024-06-29,광주,B,214,117
2024-06-30,부산,D,613,89
2024-07-01,광주,B,758,56
2024-07-01,광주,B,282,57
2024-07-02,광주,C,949,164
2024-07-02,대구,A,748,126
2024-07-02,부산,D,366,185
2024-07-03,인천,A,704,156
2024-07-04,인천,D,520,33
2024-07-04,인천,D,564,138
2024-07-04,부산,D,788,72
2024-07-05,광주,D,157,191
2024-07-05,인천,B,246,159
2024-07-05,광주,A,358,36
2024-07-05,인천,B,100,136
2024-07-05,광주,D,359,107
2024-07-06,대구,A,304,62
2024-07-06,광주,D,350,68
2024-07-06,인천,B,388,154
2024-07-07,부산,A,908,154
2024-07-07,서울,A,431,141
2024-07-08,부산,B,364,98
2024-07-08,부산,A,955,148
2024-07-08,서울,C,544,91
2024-07-08,서울,C,277,33
2024-07-08,광주,A,655,88
2024-07-08,광주,B,322,92
2024-07-09,서울,C,506,107
2024-07-09,서울,C,378,188
2024-07-09,인천,A,120,165
2024-07-10,부산,D,579,64
2024-07-10,부산,C,326,99
2024-07-10,광주,B,301,26
2024-07-10,인천,A,481,25
2024-07-10,서울,C,441,83
2024-07-10,광주,C,537,32
2024-07-10,부산,C,596,169
2024-07-12,부산,D,995,24
2024-07-12,부산,A,896,23
2024-07-12,서울,C,627,121
2024-07-13,대구,A,239,187
2024-07-13,광주,B,784,49
2024-07-13,인천,D,992,55
2024-07-14,인천,A,701,135
2024-07-14,광주,D,721,100
2024-07-15,광주,B,675,186
2024-07-15,서울,D,361,159
2024-07-16,부산,B,287,115
2024-07-16,서울,D,107,140
2024-07-16,서울,B,208,54
2024-07-16,부산,B,465,135
2024-07-17,광주,D,230,142
2024-07-19,대구,A,518,15
2024-07-19,대구,A,368,166
2024-07-19,대구,B,121,93
2024-07-20,광주,B,825,130
2024-07-20,광주,C,486,98
2024-07-20,광주,B,698,116
2024-07-20,부산,B,648,79
2024-07-21,인천,C,756,54
2024-07-21,서울,A,643,52
2024-07-21,광주,C,733,14
2024-07-22,광주,D,604,24
2024-07-23,광주,C,952,179
2024-07-23,인천,B,300,19
2024-07-24,서울,D,367,160
2024-07-24,서울,D,525,59
2024-07-25,광주,C,653,138
2024-07-25,서울,A,131,82
2024-07-25,서울,C,262,132
2024-07-26,부산,A,687,61
2024-07-26,부산,C,936,30
2024-07-26,부산,D,277,150
2024-07-30,광주,A,526,67
2024-07-30,부산,A,549,42
2024-07-30,서울,D,780,56
2024-07-31,서울,B,172,106
2024-07-31,부산,C,260,60
2024-08-01,광주,B,939,123
2024-08-01,광주,A,185,56
2024-08-01,광주,D,315,98
2024-08-02,광주,A,219,18
2024-08-02,광주,D,463,30
2024-08-02,인천,D,952,181
2024-08-02,광주,C,401,39
2024-08-02,광주,C,423,118
2024-08-03,광주,D,980,101
2024-08-03,서울,C,243,57
2024-08-04,광주,A,656,191
2024-08-04,인천,D,426,188
2024-08-04,부산,A,657,45
2024-08-04,부산,A,803,48
2024-08-04,서울,D,496,162
2024-08-04,서울,A,476,92
2024-08-05,서울,C,712,16
2024-08-05,광주,D,768,174
2024-08-05,부산,B,803,40
2024-08-05,서울,B,681,129
2024-08-05,서울,B,181,148
2024-08-07,서울,B,331,112
2024-08-07,서울,D,578,78
2024-08-07,대구,B,658,66
2024-08-07,광주,D,139,184
2024-08-07,서울,A,932,124
2024-08-07,광주,B,287,136
2024-08-07,대구,A,753,110
2024-08-08,부산,B,772,192
2024-08-09,서울,D,475,16
2024-08-09,대구,A,464,77
2024-08-09,대구,A,639,198
2024-08-10,인천,A,454,85
2024-08-10,인천,A,711,115
2024-08-10,인천,A,544,131
2024-08-10,인천,C,460,125
2024-08-10,부산,C,786,58
2024-08-11,인천,B,888,19
2024-08-11,대구,C,228,143
2024-08-11,서울,C,924,93
2024-08-11,서울,B,533,163
2024-08-12,부산,D,619,144
2024-08-12,인천,A,526,11
2024-08-12,인천,A,573,167
2024-08-12,광주,B,263,21
2024-08-13,광주,D,482,15
2024-08-13,광주,A,739,165
2024-08-13,부산,B,124,41
2024-08-14,대구,D,332,68
2024-08-14,광주,C,819,77
2024-08-14,인천,D,965,78
2024-08-14,인천,C,443,114
2024-08-14,인천,D,140,61
2024-08-15,대구,D,262,36
2024-08-15,인천,D,768,166
2024-08-16,인천,D,648,142
2024-08-16,광주,C,453,147
2024-08-16,부산,A,424,77
2024-08-16,인천,D,287,165
2024-08-16,대구,A,457,179
2024-08-17,인천,B,300,170
2024-08-17,서울,C,212,122
2024-08-18,서울,A,665,47
2024-08-18,서울,A,977,182
2024-08-18,서울,A,478,111
2024-08-18,인천,D,843,45
2024-08-18,광주,D,941,184
2024-08-20,광주,A,431,105
2024-08-20,광주,C,385,78
2024-08-20,대구,B,309,197
2024-08-20,부산,A,966,111
2024-08-20,서울,B,824,165
2024-08-20,인천,C,765,72
2024-08-20,서울,A,255,42
2024-08-20,부산,A,603,147
2024-08-21,인천,B,696,125
2024-08-22,인천,D,738,74
2024-08-22,광주,A,383,177
2024-08-23,대구,B,947,123
2024-08-23,부산,A,773,54
2024-08-23,서울,C,212,70
2024-08-24,서울,C,530,142
2024-08-24,서울,A,312,27
2024-08-24,인천,C,728,92
2024-08-25,광주,D,936,144
2024-08-25,서울,D,887,131
2024-08-25,광주,A,255,17
2024-08-26,광주,A,593,116
2024-08-26,부산,C,506,48
2024-08-26,광주,D,936,180
2024-08-26,인천,A,581,156
2024-08-26,부산,A,584,109
2024-08-27,서울,C,574,165
2024-08-27,광주,A,986,68
2024-08-27,부산,A,756,122
2024-08-28,서울,A,983,171
2024-08-29,대구,B,334,31
2024-08-29,서울,A,498,194
2024-08-29,인천,D,539,98
2024-08-29,서울,B,800,67
2024-08-30,광주,B,483,178
2024-08-30,서울,D,895,74
2024-08-31,광주,D,718,17
2024-09-02,대구,B,713,174
2024-09-02,서울,A,953,76
2024-09-03,인천,D,721,165
2024-09-03,서울,A,901,159
2024-09-03,서울,C,361,63
2024-09-03,대구,C,626,125
2024-09-03,광주,D,965,165
2024-09-03,인천,D,857,21
2024-09-05,대구,D,263,120
2024-09-05,대구,B,201,82
2024-09-05,인천,D,379,172
2024-09-05,부산,D,717,31
2024-09-06,광주,C,835,31
2024-09-06,인천,B,868,32
2024-09-06,인천,D,175,33
2024-09-07,서울,D,303,44
2024-09-07,서울,A,953,16
2024-09-08,광주,A,129,66
2024-09-08,광주,D,471,115
2024-09-08,대구,B,483,109
2024-09-08,광주,B,697,174
2024-09-08,부산,B,553,73
2024-09-08,대구,A,440,41
2024-09-08,서울,C,346,13
2024-09-09,광주,B,916,91
2024-09-09,인천,B,731,169
2024-09-09,서울,A,183,155
2024-09-09,광주,A,871,67
2024-09-09,인천,C,752,96
2024-09-09,대구,B,542,26
2024-09-10,인천,D,447,49
2024-09-10,광주,B,494,20
2024-09-10,부산,D,645,93
2024-09-11,서울,A,342,139
2024-09-11,대구,C,442,173
2024-09-11,인천,C,913,120
2024-09-12,서울,B,905,186
2024-09-12,대구,B,453,52
2024-09-13,대구,A,181,196
2024-09-13,서울,C,749,150
2024-09-13,부산,D,361,104
2024-09-14,부산,C,829,79
2024-09-14,서울,B,975,32
2024-09-15,대구,D,168,167
2024-09-15,인천,C,367,172
2024-09-15,광주,B,459,56
2024-09-15,부산,A,834,133
2024-09-15,서울,D,641,19
2024-09-16,대구,A,468,62
2024-09-16,부산,D,264,73
2024-09-17,인천,C,676,26
2024-09-18,광주,A,697,91
2024-09-18,인천,C,886,130
2024-09-19,대구,C,364,99
2024-09-20,인천,C,893,30
2024-09-20,서울,C,754,96
2024-09-20,대구,A,235,34
2024-09-20,대구,B,862,164
2024-09-20,대구,A,807,26
2024-09-20,서울,C,100,59
2024-09-21,대구,D,555,132
2024-09-21,부산,A,771,102
2024-09-23,대구,C,443,48
2024-09-23,광주,C,326,37
2024-09-24,부산,D,156,46
2024-09-24,대구,B,367,165
2024-09-24,서울,B,720,70
2024-09-24,광주,B,588,37
2024-09-24,인천,D,670,77
2024-09-25,서울,D,980,125
2024-09-26,인천,A,829,156
2024-09-27,인천,A,956,171
2024-09-27,서울,D,681,161
2024-09-27,대구,A,412,62
2024-09-27,인천,A,433,112
2024-09-28,서울,D,217,191
2024-09-28,부산,B,523,158
2024-09-29,인천,B,934,111
2024-09-29,인천,B,955,95
2024-09-29,인천,B,313,156
2024-09-29,대구,A,758,111
2024-09-30,대구,C,800,63
2024-09-30,광주,B,789,84
2024-10-01,대구,C,766,199
2024-10-01,부산,D,661,154
2024-10-01,부산,D,421,159
2024-10-03,광주,A,958,95
2024-10-03,부산,C,616,103
2024-10-03,부산,D,290,79
2024-10-03,인천,A,319,19
2024-10-03,광주,D,417,25
2024-10-03,인천,C,747,186
2024-10-04,서울,C,273,93
2024-10-05,인천,B,968,188
2024-10-05,인천,D,650,120
2024-10-06,서울,B,589,65
2024-10-06,서울,C,944,163
2024-10-06,부산,A,672,66
2024-10-06,인천,D,115,169
2024-10-06,인천,B,641,48
2024-10-07,부산,D,241,150
2024-10-07,부산,A,921,43
2024-10-08,서울,A,327,188
2024-10-08,광주,A,164,64
2024-10-08,서울,A,678,29
2024-10-09,인천,D,660,146
2024-10-09,부산,A,140,67
2024-10-09,광주,A,254,156
2024-10-09,부산,D,858,20
2024-10-09,대구,A,808,90
2024-10-10,대구,B,980,30
2024-10-10,대구,D,541,77
2024-10-10,서울,A,143,147
2024-10-10,대구,A,208,10
2024-10-11,서울,B,848,47
2024-10-11,서울,D,505,121
2024-10-11,인천,B,198,132
2024-10-12,대구,A,778,83
2024-10-12,인천,C,593,110
2024-10-12,광주,B,935,123
2024-10-12,대구,A,727,107
2024-10-12,부산,D,678,178
2024-10-14,부산,B,606,196
2024-10-14,대구,A,896,88
2024-10-14,서울,B,497,19
2024-10-15,대구,C,709,20
2024-10-15,부산,B,882,71
2024-10-15,인천,C,554,36
2024-10-15,서울,C,240,45
2024-10-15,대구,D,487,83
2024-10-16,대구,D,261,186
2024-10-16,서울,C,827,118
2024-10-18,부산,D,830,65
2024-10-18,부산,A,870,143
2024-10-19,광주,B,979,112
2024-10-19,부산,C,993,20
2024-10-20,대구,A,513,199
2024-10-20,서울,A,986,60
2024-10-20,인천,B,386,97
2024-10-20,인천,A,632,185
2024-10-21,부산,C,485,25
2024-10-22,광주,A,524,152
2024-10-24,부산,B,575,26
2024-10-25,광주,B,253,146
2024-10-26,인천,D,225,142
2024-10-26,광주,C,845,94
2024-10-27,광주,A,650,36
2024-10-27,광주,C,794,100
2024-10-27,인천,D,672,69
2024-10-28,인천,B,788,150
2024-10-28,광주,D,309,13
2024-10-29,부산,B,998,92
2024-10-29,인천,D,424,80
2024-10-29,인천,D,147,197
2024-10-29,대구,A,710,149
2024-10-30,서울,D,470,164
2024-10-30,인천,C,476,92
2024-10-30,대구,A,905,57
2024-10-30,인천,D,388,199
2024-10-30,서울,A,230,184
2024-10-31,서울,A,753,103
2024-10-31,인천,B,271,71
2024-11-01,광주,A,264,34
2024-11-01,인천,C,399,175
2024-11-01,대구,C,374,179
2024-11-02,인천,C,349,168
2024-11-02,광주,A,584,191
2024-11-03,대구,A,703,187
2024-11-03,인천,B,452,65
2024-11-03,부산,D,576,118
2024-11-04,서울,B,507,192
2024-11-05,광주,A,413,166
2024-11-05,광주,B,761,70
2024-11-06,광주,A,634,44
2024-11-06,대구,D,115,163
2024-11-06,서울,D,662,62
2024-11-07,대구,D,507,81
2024-11-07,부산,D,787,19
2024-11-07,광주,B,674,148
2024-11-08,광주,D,920,58
2024-11-08,서울,B,272,64
2024-11-09,광주,D,319,61
2024-11-09,인천,D,475,76
2024-11-09,서울,A,906,132
2024-11-10,인천,A,658,180
2024-11-10,광주,B,765,117
2024-11-10,광주,D,648,64
2024-11-11,대구,D,667,91
2024-11-11,인천,C,169,58
2024-11-11,인천,C,383,75
2024-11-12,부산,D,312,193
2024-11-12,광주,A,519,36
2024-11-12,부산,D,623,47
2024-11-12,서울,B,914,108
